,Aggression,Eating,Foraging,Locomoting,Neutral Social,Play,Resting,Standing,IntCar,InvCar,Other,Out of sight,Scent Marking,Stereotyping,subject,date,Month
October 1842 car feeding obs1.csv,0,56.423,259.223,273.252,0,0,0,163.619,33.513,37.235,0,76.577,0,0,1842,NA,October
October 1842 car feeding obs2.csv,0,3.17,56.475,293.591,0,0,0,324.774,0,0,0,221.9,0,0,1842,10/13/2020,October
October 1842 car feeding obs4.csv,0,66.449,129.85,238.876,0,0,0,207.464,23.437,0,0,225.283,0,0,1842,10/26/2020,October
October 1850 car feeding obs 1.csv,0,22.808,135.217,538.173,0,0,0,121.072,27.519,0,0,55.053,0,0,1850,10/6/2020,October
October 1850 car feeding obs 2.csv,0,39.12,185.2,287.734,0,0,0,194.935,62.861,0,0,120.722,0,0,1850,10/13/2020,October
October 1850 car feeding obs 3.csv,0,16.408,106.036,390.681,0,0,0,298.396,11.527,0,0,76.264,0,0,1850,10/20/2020,October
October 1850 car feeding obs4.csv,0,29.239,150.676,278.136,0,0,0,229.74,26.43,0,0,184.519,0,0,1850,10/26/2020,October
October 1851 car feeding ob3.csv,0,43.722,110.285,121.393,0,0,0,117.486,34.426,0,0,471.77,0,0,1851,10/20/2020,October
October 1851 car feeding obs 1.csv,0,0,28.921,183.962,0,0,0,108.801,0,0,0,578.27,0,0,1851,10/6/2020,October
October 1851 car feeding obs 2.csv,0,45.251,349.268,197.038,0,0,0,193.272,64.431,0,0,48.169,0,0,1851,NA,October
October 1851 car feeding obs4.csv,0,0,5.013,217.89,0,0,0,199.492,0,0,0,442.836,0,0,1851,10/26/2020,October
October 1853 car feeding obs1 moving playback.csv,0,23.054,18.818,67.611,0,0,0,6.147,18.807,0,0,0,0,0,1853,NA,October
October 1853 car feeding obs2 moving playback.csv,0,23.723,6.602,3.699,0,0,0,5.296,10.21,0,0,0,0,0,1853,NA,October
October 1853 car feeding obs3 moving playback.csv,0,47.341,13.724,94.015,0,0,0,19.291,23.325,0,0,0,0,0,1853,NA,October
October 1853 car feeding obs4 moving playback.csv,0,13.83,4.314,19.964,0,0,0,0,13.553,0,0,0,0,0,1853,10/26/2020,October
November 1600 car feeding obs 4 playback.csv,0,0,70.919,223.236,0,0,0,41.089,0,0,0,552.393,0,0,1600,NA,November
November 1600 car feeding obs1 moving playback.csv,0,0,0,119.708,0,0,0,206.691,0,0,0,573.57,0,0,1600,NA,November
November 1600 car feeding obs2 playback.csv,0,31.932,724.16,62.601,0,0,0,77.88,0,0,0,2.111,0,0,1600,NA,November
November 1600 car feeding obs3 moving playback.csv,0,0,0,31.34,0,0,0,40.819,0,0,0,827.831,0,0,1600,NA,November
November 1601 car feeding obs1.csv,0,27.513,490.232,93.958,0,0,0,67.829,0,0,0,220.123,0,0,1601,NA,November
November 1601 car feeding obs2.csv,0,64.77,353.3,193.255,0,0,0,97.358,0,0,0,190.686,0,0,1601,NA,November
November 1601 car feeding obs3.csv,0,36.529,229.763,241.129,0,0,0,70.54,0,0,0,312.71,0,0,1601,11/17/2020,November
November 1601 car feeding obs4.csv,0,43.97,329.129,237.092,0,7.708,0,180.145,0,0,0,101.201,0,0,1601,11/24/2020,November
November 1602 car feeding obs 2 playback.csv,6.717,47.448,637.221,136.673,0,9.891,0,39.168,0,0,0,21.521,0,0,1602,NA,November
November 1602 car feeding obs1 moving playback.csv,0,0,0,61.574,0,0,0,86.171,0,0,0,752.246,0,0,1602,11/3/2020,November
November 1602 car feeding obs3 moving playback.csv,0,0,0,91.082,0,0,0,78.21,0,0,0,730.694,0,0,1602,11/17/2020,November
November 1602 car feeding obs4 playback.csv,0,21.772,453.017,217.797,0,0,0,77.334,0,0,0,129.929,0,0,1602,NA,November
November 1610 car feeding obs 1.csv,0,6.079,35.883,119.47,0,0,167.268,262.856,0,0,0,308.4,0,0,1610,11/3/2020,November
November 1610 car feeding obs 2.csv,0,3.202,92.694,52.432,0,0,0,4.299,0,0,0,747.346,0,0,1610,11/17/2020,November
November 1610 car feeding obs 3.csv,0,14.684,104.127,57.421,0,0,0,51.591,0,0,0,672.126,0,0,1610,11/18/2020,November
November 1610 car feeding obs4.csv,1.499,18.714,206.3,130.815,0,0,0,24.011,0,0,0,518.603,0,0,1610,11/19/2020,November
November 1617 car feeding obs1 moving playback.csv,0,0,4.899,227.209,0,0,0,90.069,0,0,0,577.781,0,0,1617,11/3/2020,November
November 1617 car feeding obs2.csv,0,56.635,443.975,184.433,0,0,0,57.13,0,0,0,156.951,0,0,1617,11/10/2020,November
November 1617 car feeding obs3 moving playback.csv,0,0,0,119.985,0,0,0,47.848,0,0,0,731.244,0,0,1617,11/17/2020,November
November 1617 car feeding obs4 playback.csv,2.035,25.18,326.102,224.953,0,0,0,110.714,0,4.172,0,195.192,0,0,1617,NA,November
November 1622 car feeding obs 2.csv,0,0,51.691,326.455,0,0,55.753,209.863,0,0,0,256.151,0,0,1622,11/10/2020,November
November 1622 car feeding obs1.csv,0,0.4,44.376,117.597,0,0,0,39.155,0,0,0,698.424,0,0,1622,11/3/2020,November
November 1622 car feeding obs3.csv,0,0,13.254,252.463,0,0,0,46.492,0,0,0,580.524,0,0,1622,11/17/2020,November
November 1622 car feeding obs4.csv,0,0,36.832,238.556,5.665,7.905,2.067,94.53,0,0,0,514.397,0,0,1622,11/24/2020,November
November 1623 car feeding obs1 moving playback.csv,0,1.536,204.917,262.446,0,0,0,108.995,0,0,0,320.463,0,0,1623,11/3/2020,November
November 1623 car feeding obs2 playback.csv,0,54.129,242.2,246.984,0,0,0,107.911,0,0,0,247.844,0,0,1623,NA,November
November 1623 car feeding obs3 moving playback.csv,0,1.855,27.343,177.679,0,0,0,39.75,0,0,0,653.339,0,0,1623,11/17/2020,November
November 1623 car feeding obs4 playback.csv,0,34.885,352.987,269.314,0,0,0,168.992,0,0,0,57.727,0,0,1623,NA,November
November 1703 car feeding obs1.csv,0,21.009,432.498,213.485,0,0,0,11.807,0,0,0,217.114,0,0,1703,11/3/2020,November
November 1703 car feeding obs2.csv,0,4.902,253.495,156.777,0,0,0,2.31,0,0,0,482.466,0,0,1703,11/17/2020,November
November 1703 car feeding obs3.csv,0,16.515,606.132,140.817,0,0,0,0.863,0,0,0,135.58,0,0,1703,11/18/2020,November
November 1703 car feeding obs4.csv,0,14.212,586.262,74.859,0,0,0,15.101,0,0,0,209.507,0,0,1703,11/19/2020,November
November 1802  car feeding obs3 moving playback.csv,0,0,0,0,0,0,0,0,0,0,0,624.324,0,0,1802,NA,November
November 1802 car feeding obs 2 moving playback.csv,0,0,0,28.333,0,0,0,0,0,0,0,192.904,0,0,1802,NA,November
November 1802 car feeding obs1 moving playback.csv,0,0.772,35.331,207.097,0,0,0,26.889,0,0,0,22.814,0,0,1802,NA,November
November 1802 car feeding obs4 moving playback.csv,0,5.185,40.946,119.268,0,0,0,52.43,0,0,0,682.121,0,0,1802,NA,November
November 1803 car feeding obs1.csv,0,32.418,599.692,174.423,0,0,0,40.031,0,0,0,49.446,0,0,1803,11/3/2020,November
November 1803 car feeding obs2.csv,0,22.58,704.762,119.577,0,0,0,27.647,0,0,0,25.123,0,0,1803,11/10/2020,November
November 1803 car feeding obs3.csv,0,14.704,223.892,449.888,0,0,0,175.537,0,0,0,35.229,0,0,1803,11/17/2020,November
November 1803 car feeding obs4.csv,0,41.498,205.748,320.068,0,0,106.667,169.714,0,0,0,55.622,0,0,1803,11/19/2020,November
November 1820 car feeding obs 2 moving playback.csv,0,21.113,288.78,254.877,0,0,0,229.859,84.244,0,0,19.413,0,0,1820,NA,November
November 1820 car feeding obs1 moving playback.csv,0,0,54.531,216.324,0,0,0,320.942,0,0,0,308.117,0,0,1820,NA,November
November 1820 car feeding obs3 moving playback.csv,0,0,65.197,223.989,0,2.3,0,567.419,4.605,0,0,35.738,0,0,1820,NA,November
November 1820 car feeding obs4 moving playback.csv,0,0,34.03,346.381,0,0,0,264.613,10.09,0,0,179.688,0,0,1820,NA,November
November 1841 car feeding obs1 moving playback.csv,0,0,22.662,122.578,0,0,0,386.879,0,0,0,367.842,0,0,1841,NA,November
November 1841 car feeding obs2 moving playback.csv,0,0,97.108,245.785,0,0,0,370.309,0,0,0,180.506,0,0,1841,NA,November
November 1841 car feeding obs3 moving playback.csv,0,0,26.902,130.936,0,2.306,455.354,179.651,0,0,0,104.807,0,0,1841,NA,November
November 1841 car feeding obs4 moving playback.csv,0,0,21.614,407.099,0,0,0,307.484,0,0,0,97.986,0,0,1841,NA,November
November 1842 car feeding obs1.csv,0,0,0,34.573,0,0,0,11.924,0,0,0,848.373,0,0,1842,NA,November
November 1842 car feeding obs2.csv,0,0,0,126.128,0,0,0,260.344,0,0,0,513.5,0,0,1842,11/10/2020,November
November 1842 car feeding obs3.csv,0,48.275,56.605,157.537,0,0,0,41.194,10.922,0,0,540.435,0,0,1842,11/17/2020,November
November 1842 car feeding obs4.csv,0,0,0,9.796,0,0,0,0,0,0,0,890.2,0,0,1842,11/25/2020,November
November 1850 car feeding obs 1.csv,0,21.595,28.61,263.183,0,0,250.677,272.041,34.193,0,0,29.592,0,0,1850,11/3/2020,November
November 1850 car feeding obs 2.csv,0,15.289,33.204,492.15,0,0,0,195.15,9.728,0,0,59.842,0,94.505,1850,11/10/2020,November
November 1850 car feeding obs 3.csv,0,0,0,630.651,0,0,0,214.567,0,0,0,54.72,0,0,1850,11/17/2020,November
November 1850 car feeding obs4.csv,0,0,0,339.575,0,0,101.899,342.806,0,0,0,18.91,0,96.763,1850,11/19/2020,November
November 1851 car feeding obs1.csv,0,41.164,52.209,291.308,0,0,0,84.522,3.901,0,0,420.915,0,0,1851,NA,November
November 1851 car feeding obs2.csv,0,36.675,145.608,103.455,0,0,0,44.772,0,0,0,569.412,0,0,1851,11/10/2020,November
November 1851 car feeding obs3.csv,0,0,0,8.646,0,0,0,0,0,0,0,846.787,0,0,1851,11/17/2020,November
November 1851 car feeding obs4.csv,0,52.773,45.633,90.271,0,0,0,11.773,0,0,0,699.507,0,0,1851,11/25/2020,November
November 1853 car feeding obs1.csv,0,13.247,28.998,175.49,0,0,0,11.519,62.519,0,0,0,0,0,1853,11/3/2020,November
November 1853 car feeding obs2.csv,0,39.763,14.979,101.495,0,0,0,27.07,39.744,0,0,0,0,0,1853,11/10/2020,November
November 1853 car feeding obs3.csv,0,61.749,81.838,216.537,0,0,0,163.296,96.242,0,0,0,0,0,1853,11/17/2020,November
November 1853 car feeding obs4.csv,0,35.641,197.863,159.062,0,0,33.815,265.563,98.426,0,0,109.453,0,0,1853,11/18/2020,November
